"","country","year","ISO2","ISO3","region","subregionid","cap.lat","cap.long","Reg.Market","Unreg.Market","Reg.Market.Bordering","Unreg.Market.Bordering","Armed.Conflict","Non.State.Conflict","High.Illegal","NGDP_RPCH","NGDPD","PCPI","PCPIPCH","GGX_NGDP","GGXWDG_NGDP","BCA","GNI","Resource.Depletion","Adult.literacy","Primary.ed.enrollment","Mean.Schooling","Pop.MultiDim.Povert","Deprivation.Intensity","Pop.Below.National.Poverty","PPP.125.day","International.Dev.Aid","Voice.Accountability","Political.Stability","Government.Effectiveness","Rule.Law","Corruption.Control","Reg.Quality","Non.State.Conflict.Deaths","PIKE.regional","Definite.Possible","Elephant.range","Tot.Carcasses","Illegal.Carcasses","Percent.Illegal"
"166","Namibia",2005,NA,"NAM","Southern Africa","FS",-22.35,17.04,1,0,0,0,0,0,1,-0.471522491701987,-0.304379818845317,-0.432391025914162,-0.371876156842781,0.359035649152207,-0.476417181821296,0.247981636160622,0.922453704829531,-0.757889635979028,1.19214876725292,0.544239245546576,0.37259037012735,-0.73612135456304,-0.959276324086373,-1.22349714345704,-1.03636081325133,-0.687672848522149,1.29562055567969,1.31000604396828,1.25277122825192,1.03949936603226,1.36203110847947,0.999385106664139,-0.234032680090493,-1.10843007128822,-0.784178689964192,-0.41959257518305,-0.218728410453101,-0.466042564465749,-1.24178138790271
"168","Namibia",2007,NA,"NAM","Southern Africa","FS",-22.35,17.04,1,0,0,0,0,0,1,0.131882206174532,-0.291329883439423,-0.414468853105575,-0.0629664644612275,0.144211188807817,-0.623136865457911,0.340850797840539,0.922453704829531,0.578988169308579,1.19214876725292,0.544239245546576,-0.0909543331142592,-0.73612135456304,-0.959276324086373,-1.22349714345704,-1.03636081325133,-0.595894625483721,1.40654358139145,1.77494254848214,1.40580741494031,1.34454303238405,1.49630995549298,0.830262268165448,-0.234032680090493,-0.776907682249378,-0.0470854580366484,0.493719681834492,-0.207963653823542,-0.485802926756802,-1.33852219583173
"174","Namibia",2013,NA,"NAM","Southern Africa","FS",-22.35,17.04,1,0,0,0,0,0,1,0.078984982140312,-0.252804854978865,-0.332845044336029,-0.131540650744709,1.29223121007491,-0.527967340936863,0.0535368288932971,1.43358917742439,-0.7243344498419,1.19214876725292,0.544239245546576,0.461494796838865,-0.73612135456304,-0.959276324086373,-1.22349714345704,-1.03636081325133,-0.482748414742039,1.32335131210763,1.67531329751489,1.5248355601424,1.5693120496959,1.52987966724636,0.943010827164575,-0.234032680090493,-0.682966095384275,-0.0384052945912166,0.493615011327125,0.254920881247499,0.107007941974809,-0.18604474485127
"175","Namibia",2014,NA,"NAM","Southern Africa","FS",-22.35,17.04,1,0,0,0,0,0,1,0.115573971096788,-0.250745728286364,-0.319422895352206,-0.149860892697951,1.73348586235892,-0.495340936812865,-0.0234820672114413,1.48540669877303,-0.987115559182312,1.19214876725292,0.544239245546576,-0.00697445438079619,-0.73612135456304,-0.959276324086373,-1.22349714345704,-1.03636081325133,-0.501711481297679,1.53133198531718,1.33214587751656,1.35479535271085,1.37665289200003,1.44595538786291,0.872542977790121,-0.234032680090493,-0.605235008883312,-0.239835541811214,-0.260513482269476,0.384097960802208,0.047726855101648,-0.447945946606928
"176","Namibia",2015,NA,"NAM","Southern Africa","FS",-22.35,17.04,1,0,0,0,0,0,1,0.178297952165034,-0.257627083301475,-0.305893602943984,-0.166588070133521,1.69452376343207,-0.470623296416426,-0.103179881441562,1.65864701080438,0.558499488365197,1.19214876725292,0.544239245546576,1.09440366904443,-0.73612135456304,-0.959276324086373,-1.22349714345704,-1.03636081325133,-0.0475012630269484,0.47834958016085,-0.171534808067024,1.68302217674895,0.852684298547774,1.86084501327313,1.48665758563901,-0.234032680090493,-0.499233657596989,-0.391432536857179,0.167060700895017,0.545569310245595,0.126768304265863,-0.469256965165204
"185","South Africa",2010,"ZA","ZAF","Southern Africa","FS",-25.44,29.12,1,0,3,1,0,0,1,-0.356946686283993,2.9343096797372,-0.368070880185081,-0.22886241036984,0.915992339890721,-0.293370056995975,-1.08388715850856,2.09265977647021,-0.472670553813445,1.18715198583237,0.527956076744509,1.97287005093462,-0.519594708283514,-1.85835162735094,0.582354548684483,-1.73489704819324,0.361029652940872,1.58679349817306,0.623671203971619,1.84791195426234,1.32848810257606,1.21096740558927,1.33763078366152,-0.234032680090493,-0.710545808800302,-1.00732204592549,-0.225737824993622,-0.380199759896487,-0.485802926756802,-1.33852219583173
"186","South Africa",2011,"ZA","ZAF","Southern Africa","FS",-25.44,29.12,1,0,3,1,0,0,1,-0.320984937138199,3.30172299936115,-0.357283485410347,-0.175060276886601,0.84150249118255,-0.221155774269124,-1.8357701790325,2.1287635904715,-0.416745243584899,1.18715198583237,0.527956076744509,2.01732226429038,-0.519594708283514,-1.85835162735094,0.582354548684483,-1.73489704819324,0.668723740610894,1.57292811995909,0.679020787842317,1.88191999574865,1.34454303238405,1.11025827032913,1.39400506316108,-0.234032680090493,-0.144248617776179,0.708333987624078,0.858452499616062,-0.315611220119133,-0.466042564465749,-1.19831812636939
"188","South Africa",2013,"ZA","ZAF","Southern Africa","FS",-25.44,29.12,1,0,3,1,0,0,1,-0.530064874032349,2.85451412055942,-0.3307070460037,-0.120606435191588,0.937308989759513,-0.0966202830382253,-4.54036126978295,2.16838727491859,-0.517410801996281,1.18715198583237,0.527956076744509,2.10622669100189,-0.519594708283514,-1.85835162735094,0.582354548684483,-1.73489704819324,0.769001023366331,1.58679349817306,0.60153137042334,1.83090793351918,1.34454303238405,0.841700576302108,1.40809863303598,-0.234032680090493,-0.682966095384275,0.102830834239556,-0.612647581038735,-0.34790549000781,-0.485802926756802,-1.33852219583173
"192","Zambia",2003,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,2,0.459510467287667,-0.325111880757851,-0.473076306251918,1.01249690901529,0.418603842952222,-0.523296984640923,0.0350076451927368,-0.350432016101721,-0.517437883132665,0.312715237236097,0.869902621587924,1.2786205592504,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.255717189631934,0.833999622680273,-0.209574555659382,0.3973021737127,-0.215745343929299,0.0692094949213392,-0.234032680090493,-1.18348617247809,-0.852981748333587,0.233743848818257,-0.444788299673842,-0.387001115301534,0.414028672447559
"193","Zambia",2004,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,2,0.477700421797458,-0.313505093974051,-0.4531768502476,0.764051256281792,-0.059836520769571,-0.62593467323897,0.0475092631111871,-0.350432016101721,-1.16612458985329,0.312715237236097,0.869902621587924,-0.268570719869471,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.214121054990024,0.811859789131993,-0.209574555659382,0.317027524672754,-0.0814664969157871,0.111490204546012,-0.234032680090493,-1.07129613758806,-0.236935766327867,0.252543622619627,-0.283316950230456,-0.189397492390997,0.490299686235073
"195","Zambia",2006,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,2,0.660018126769157,-0.255990341571538,-0.415291909411186,0.115818821635832,-0.483919427325943,-0.499548663475717,0.163372472033967,-0.270002976415005,-0.720360476302252,0.312715237236097,0.869902621587924,1.06044726818931,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.477563241055456,1.04432804138893,-0.192570534916227,0.204643016016831,-0.165390776299232,-0.043539064077788,-0.234032680090493,-0.770141505896082,1.05746070994867,0.679973123452629,-0.154139870675746,0.047726855101648,0.8245461878333
"196","Zambia",2007,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,1,0.753685938497737,-0.24455074883542,-0.397335645513017,0.23442971617896,-0.456563059994326,-0.567114619889155,0.0053163026364174,-0.270002976415005,-0.613594296559618,0.312715237236097,0.869902621587924,1.53781514285758,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.477563241055456,1.02218820784065,-0.0225303274846799,0.236752875632809,0.103166917727792,0.139677344295794,-0.234032680090493,-0.776907682249378,0.188645511334189,1.01065877121998,-0.412494029785165,-0.485802926756802,-1.33852219583173
"200","Zambia",2011,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,2,0.338453183825953,-0.159413779818542,-0.303480440817176,0.0898229051883452,-0.529987076209056,-0.597229606004959,0.33102809804747,-0.031556895643258,-0.103563506305043,0.312715237236097,0.869902621587924,1.03937357046371,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.533024753911336,1.16609712590446,0.0964978177174028,0.3973021737127,0.271015476494682,0.23833233342003,-0.234032680090493,-0.144248617776179,-0.264584929002392,1.06418407740093,-0.294081706860015,-0.20915785468205,0.445995200284973
"201","Zambia",2012,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,1,0.421039758899143,-0.148783758260673,-0.285046901664865,-0.0610113398259012,-0.169735693426458,-0.489084421774907,0.352012956696298,0.0303425403394541,-0.204229064716426,0.312715237236097,0.869902621587924,1.03937357046371,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.588486266767217,1.32107596074242,0.334554108121569,0.509686682368623,0.455648891138261,0.224238763545139,-0.234032680090493,-0.597356500835524,0.524839074887599,0.568293155550557,-0.164904627305306,-0.20915785468205,-0.183801479739873
"203","Zambia",2014,"ZM","ZMB","Southern Africa","FS",-15.28,28.16,0,0,3,2,0,0,2,0.140245403650298,-0.132785927803548,-0.238804773725316,0.0381207203874945,0.102643721563672,-0.366068999338442,0.16002382437724,0.0563895816384344,-0.497367786605081,0.312715237236097,0.869902621587924,1.17507436502245,-0.38207102753841,-0.486880825760921,1.06439464180593,1.48035129561739,-0.787974847426434,0.588486266767217,0.878279289776831,0.385566170351033,0.750510629488458,0.371724611754816,0.097396634671121,-0.234032680090493,-0.605235008883312,-0.0395042778483633,-0.238639551471559,0.297979907765735,0.3243719271764,0.154651143942224
"205","Zimbabwe",2002,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,1,-2.63529075861956,-0.286516454803533,-0.483578796920863,-3.03135254505124,-0.454431395007446,0.163003061054494,0.157791392606088,-0.288331444664963,-0.436977927003917,1.36203933555163,-0.723050349579741,0.929785923315236,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,-0.581487010925706,-1.17241676640699,-1.12537564634245,-0.345606721604619,-1.40084996478207,-0.971063858380304,-1.94617099718806,-0.234032680090493,-0.533892396162138,1.898080964907,0.176672715018693,-0.294081706860015,-0.307959666137319,-0.191372499490839
"207","Zimbabwe",2004,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,1,-2.34550596608426,-0.296662493591797,-0.388060434069008,7.68664070580746,-0.454431395007446,0.163003061054494,0.0638060150405955,-0.288331444664963,0.0540070636175456,1.36203933555163,-0.321350684308105,-0.546977167572473,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,-0.585859390674583,-1.36653206140257,-0.7489984760217,-0.430626825320393,-1.67378377151788,-1.13891241714719,-2.03073241643741,-0.234032680090493,-1.07129613758806,0.824429083715466,0.700005452698065,-0.261787436971337,-0.248678579264158,0.00743687100676325
"210","Zimbabwe",2007,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,2,-1.69777632158618,-0.307186918909026,-0.535217057325606,-5.80357445389686,-2.12091971141662,0.0536902877504574,0.0901487099401872,-0.480063816234484,-0.451895249209216,1.36203933555163,-0.38489013448664,0.671266357333943,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,-0.308538526522616,-1.39426281783051,-0.582949724409605,-0.974755489101343,-1.70589363113386,-1.22283669653064,-2.21394882481099,-0.234032680090493,-0.776907682249378,1.97017946536191,-0.172270210042149,-0.272552193600896,-0.169637130099943,0.530958866379153
"212","Zimbabwe",2009,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,2,0.582867630055216,-0.296468900483955,-0.451145995339671,-0.0870072562733878,-1.15515704652771,0.454239430074923,-0.683388898763924,-0.480063816234484,-0.0480419475889994,1.36203933555163,0.276685879479014,1.43594601584001,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,0.0326458498179301,-1.3526666831886,-0.638299308280303,-1.39985600768021,-1.8022232099818,-1.15569727302388,-2.12938740556164,-0.234032680090493,-0.396682109109148,1.99963275989701,-0.538854107496418,0.308744664395294,0.601016999251152,0.638635591726232
"213","Zimbabwe",2010,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,1,1.38594366766565,-0.285134903988479,-0.447106201224257,-0.316625782888931,-0.142734603592654,0.341842459216963,-0.162785809731316,-0.519913778067384,-0.534188395064845,1.36203933555163,0.338110980923484,0.950469143752198,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,-0.115158434474309,-1.26947441390478,-0.594019641183745,-1.3658479661939,-1.75405842055783,-1.13891241714719,-2.05891955618719,-0.234032680090493,-0.710545808800302,0.221148159907659,0.927491405354311,-0.0141980344914783,-0.0313145940625668,0.00519360589536585
"217","Zimbabwe",2014,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,1,-0.329975374424647,-0.247938628222655,-0.435023345045423,-0.552616567575166,0.623362107525238,0.139805489452489,-0.505910572957353,-0.476242242607607,0.885433626868094,1.36203933555163,-0.644290851230474,-0.107786332169784,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,-0.0703030891688907,-0.992166849625375,-0.0737335527991803,-0.821719302412951,-1.12791615804626,-1.27319126416071,-1.83342243818893,-0.234032680090493,-0.605235008883312,1.45157436935758,0.0582383691756861,0.319509421024854,-0.110356043226782,-0.664140621717861
"218","Zimbabwe",2015,"ZW","ZWE","Southern Africa","FS",-17.43,31.02,1,0,3,1,0,0,1,-0.402107952653129,-0.245351520326948,-0.436581794854866,-0.61300819519969,0.629757102485875,0.16672612810173,-0.500775979883704,0.252127286791492,-0.383037122328785,1.36203933555163,0.178927649631806,0.750813049743738,-0.578016235841297,-1.17261622655593,1.91336077596011,0.0783246680389521,0.00871476242345687,0.0102035925276519,-0.320656172245639,-0.861462185070661,-0.838404620507291,-0.362247729334401,-0.750761574140797,-0.234032680090493,-0.499233657596989,0.73266032178802,-0.374345767614265,0.373333204172649,0.146528666556917,-0.270167186528676
"219","Benin",2002,"BJ","BEN","Western Africa","FW",6.23,2.42,0,0,0,1,0,0,1,-0.0638166147583931,-0.34345922756924,-0.384938664294468,-0.361738473548496,-0.124378599538971,-0.0423384060891833,0.127653563695538,-0.500931619591775,0.362243688230395,-1.12635781188235,0.745064994105407,-0.520345453222107,-0.467273221379048,0.229331703958315,-0.683900024291248,0.365665814327113,-0.639577667903402,0.782601561762798,1.46498487880623,-0.0395343482278347,0.606016261216557,-0.266099911559366,0.210145193670248,-0.234032680090493,0.716441457302069,-0.4771458008695,-0.73955581347135,-0.509376839451196,-0.485802926756802,-1.33852219583173
"225","Benin",2011,"BJ","BEN","Western Africa","FW",6.23,2.42,0,0,0,1,0,0,2,-0.29735890426916,-0.303975033256193,-0.327181053309836,-0.339001098159887,-0.263410527016542,-0.34840095335097,0.0463930472256112,-0.470132753190954,-0.701964325750482,-1.12635781188235,0.745064994105407,-0.827619390478104,-0.467273221379048,0.229331703958315,-0.683900024291248,0.365665814327113,-0.21002349189175,0.97671685675838,0.966838623969949,0.300546066635259,0.0119838583209632,-0.014327073409031,0.365174462294048,-0.234032680090493,1.25174010463393,-0.33058170243354,0.30798426032338,-0.390964516526046,-0.307959666137319,0.602743349943873
"228","Benin",2014,"BJ","BEN","Western Africa","FW",6.23,2.42,0,0,0,1,0,0,2,0.152162960053265,-0.291681870908226,-0.309977228460289,-0.609242769976098,-0.247659891280156,-0.370276726001294,0.00888819347026035,-0.438177357929367,-0.724004218262504,-1.12635781188235,0.745064994105407,-0.303599358679534,-0.467273221379048,0.229331703958315,-0.683900024291248,0.365665814327113,-0.436390473757469,1.10150526068411,0.701160621390597,0.334554108121569,0.268862735248787,-0.249315055682677,0.111490204546012,-0.234032680090493,1.73748976565085,-0.870207980497022,-0.989534928298338,-0.100316087527951,0.245330478012185,1.25525308922162
"231","Burkina Faso",2004,"BF","BFA","Western Africa","FW",12.15,-1.3,0,0,0,1,0,0,1,-0.0562897370302037,-0.325631062274336,-0.381298222942724,-0.566085203951859,-0.116917772084894,-0.0405099175393576,0.0550995311331034,-0.621537466224216,-0.452621682961414,-1.81091686649772,-0.666142968740432,-0.0932858166795509,-0.148880855571775,1.44841686092722,0.0715359425408645,0.00401230261960007,-0.388745127047745,0.158659542134144,0.524041953004362,0.283542045892105,0.252807805440798,0.80813086454873,0.351080892419157,-0.234032680090493,-0.72077013881906,0.56590940279331,0.379930220794035,-0.498612082821637,-0.485802926756802,-1.33852219583173
"242","Cote d'Ivoire",2007,"CI","CIV","Western Africa","FW",6.49,-5.17,0,1,0,0,0,0,2,-0.623523605824035,-0.188971927511327,-0.286074504507966,-0.399827197925594,-0.488538034797515,0.579876420432223,0.142610856562255,-0.214766152347572,-0.908929888071443,-0.436801975846425,-0.752986535684792,-0.626219123794851,-0.203582846145828,-0.0144853274354676,-0.216249187680893,-0.46663267836963,-0.787974847426434,-0.992166849625375,-1.4464032327925,-0.872731364642415,-1.24030066670218,-0.736075876106658,-0.353597601325388,-0.234032680090493,1.50450180302861,-0.518901689163852,-0.580922901805748,-0.444788299673842,-0.327720028428373,1.46555919341513
"252","Ghana",2007,"GH","GHA","Western Africa","FW",5.35,-0.06,0,0,0,1,0,0,2,-0.0529444580398973,-0.150385301243729,-0.433715708252188,0.239788205920224,-0.105548892154871,-0.367214558429899,-0.3081171180333,-0.233647743096158,-1.2940639089944,0.117840761834641,0.468251124470262,-0.24796721218078,-0.412521636978545,-0.684982163768369,-1.54725541495652,-0.783698770825531,0.113101684798856,1.42040895960542,0.57939153687506,1.32078731122454,1.13582894488019,1.14382798208251,0.745700848916103,-0.234032680090493,1.50450180302861,-0.494657967354162,-0.682586510961485,-0.46631781293296,-0.406761477592587,0.530958866379153
"254","Ghana",2009,"GH","GHA","Western Africa","FW",5.35,-0.06,0,0,0,1,0,0,2,0.216977740490452,-0.139649683445218,-0.385958961904088,0.414301182628978,-0.0388751483985915,-0.252196019651105,-0.138229060248646,-0.233647743096158,-0.215539126150644,0.117840761834641,0.468251124470262,0.111515341610649,-0.412521636978545,-0.684982163768369,-1.54725541495652,-0.783698770825531,0.417127709944389,1.46200509424733,0.690090704616457,1.11673906230668,1.02344443622427,1.11025827032913,0.957104397039466,-0.234032680090493,1.24936062829031,-0.478240238414309,-0.293393890276045,-0.520141596080755,-0.466042564465749,1.46555919341513
"263","Guinea",2013,"GN","GIN","Western Africa","FW",9.29,-13.49,0,0,0,2,0,1,2,-0.510620439901193,-0.31342589679357,2.10821576913929,0.323641329168663,0.151079887098873,-0.181083236050655,-0.12461122644462,-0.598155469691348,0.422134409843286,-1.19631275177005,0.0774550732206449,-1.22768931067992,-0.368035974653136,0.884589975829103,0.683079344262098,-0.174337374386845,-0.237393224947766,-0.687128528918033,-0.704718808925141,-0.906739406128724,-1.12791615804626,-0.70250616435328,-0.593188289198533,0.279620295899787,0.388683167102672,-0.527961451593778,-0.889805569046892,-0.477082569562519,-0.406761477592587,0.90474291556576
"272","Mali",2005,"ML","MLI","Western Africa","FW",12.34,-7.55,0,0,0,0,0,0,1,0.290155718403404,-0.319884866846117,-0.306407404365535,-0.0726696756143284,0.100512056576792,0.118965125980982,0.0758611466048155,-0.512773469448744,-0.685186732681918,-1.69099411240451,-0.6824261375425,-1.53885480417023,-0.192374641368189,0.976021362601771,-0.151497533380997,0.306215921991632,-0.274321131275407,1.12923601711205,0.856139456228552,0.0114777140016295,0.927114857376337,0.388509467631505,0.111490204546012,-0.234032680090493,-0.820367516038164,0.00592100253013728,-1.1962201838618,-0.509376839451196,-0.485802926756802,-1.33852219583173
"273","Mali",2006,"ML","MLI","Western Africa","FW",12.34,-7.55,0,0,0,0,0,0,1,0.105538134125869,-0.31432346483902,-0.302192284646558,-0.427126530796631,0.129644811397476,-0.601767782405731,0.124751402393041,-0.512773469448744,-0.986487022277419,-1.69099411240451,-0.6824261375425,-1.8118792505096,-0.192374641368189,0.976021362601771,-0.151497533380997,0.306215921991632,-0.242907690097176,1.15696677353999,1.05539795816307,0.028481734744784,0.702345840064491,0.371724611754816,0.210145193670248,-0.234032680090493,-1.63305906348084,0.512945629873837,0.523438053121436,-0.498612082821637,-0.485802926756802,-1.33852219583173
"281","Niger",2002,"NE","NER","Western Africa","FW",13.27,2.06,0,0,0,2,0,0,2,0.123519008698766,-0.349997394802267,-0.323060901626123,-0.343490643618784,-0.527855411222177,1.46382946936904,0.136806533957261,-0.693493674909237,-0.320288249431843,-1.76094905229221,-0.709564752212612,-1.72065083541307,-0.0232596931746062,2.16462939064646,0.229817764162831,-0.179291532081468,-0.646936861357972,0.394370971771635,0.369063118166407,-0.328602700861465,-0.10040065033496,-0.736075876106658,1.8309057292827,-0.234032680090493,0.165834810732215,-0.516244496272393,-0.878777103770638,-0.520141596080755,-0.466042564465749,1.46555919341513
"283","Niger",2004,"NE","NER","Western Africa","FW",13.27,2.06,0,0,0,2,0,0,2,-1.16504064237989,-0.342720053884752,-0.326694037744386,-0.507648700962662,-0.366914704712791,0.614727852791551,0.122072484267659,-0.693493674909237,0.182841843151495,-1.76094905229221,-0.709564752212612,-1.41005006283525,-0.0232596931746062,2.16462939064646,0.229817764162831,-0.179291532081468,-0.353927009789275,0.533024753911336,0.0701753652646354,0.0114777140016295,-0.0201260012950149,-0.3668090468195,1.64768932090912,-0.234032680090493,-0.72077013881906,-1.53587286097577,-0.80366044420236,-0.509376839451196,-0.446282202174695,1.46555919341513
"287","Niger",2012,"NE","NER","Western Africa","FW",13.27,2.06,0,0,0,2,0,0,2,1.48462939787969,-0.309378040902329,-0.259899852942815,-0.503448803597887,-0.043493755870163,-0.446610615460884,-0.0545128688304518,-0.662569098849637,0.103360141540576,-1.76094905229221,-0.709564752212612,-1.6722114442375,-0.0232596931746062,2.16462939064646,0.229817764162831,-0.179291532081468,-0.227213506973888,0.311178702487815,-0.638299308280303,-0.0225303274846799,0.0440937179369413,0.002457782467658,1.68997003053379,-0.234032680090493,1.54381349040068,-0.0804355058643089,0.79632807473142,-0.487847326192078,-0.406761477592587,1.46555919341513
"288","Niger",2013,"NE","NER","Western Africa","FW",13.27,2.06,0,0,0,2,0,0,1,-0.0343363436563178,-0.302276693719215,-0.252475300647519,-0.371152036607475,0.479119443413073,-0.462207843090723,-0.0830879955011953,-0.662242253736812,0.114545203586285,-1.76094905229221,-0.709564752212612,-1.6722114442375,-0.0232596931746062,2.16462939064646,0.229817764162831,-0.179291532081468,-0.331402771408784,0.297313324273845,-0.815417976666538,-0.0395343482278347,-0.0201260012950149,0.119951773604481,1.64768932090912,-0.234032680090493,0.388683167102672,-0.526645508447531,-0.878777103770638,-0.46631781293296,-0.426521839883641,0.0635184987917006
"291","Nigeria",2002,"NG","NGA","Western Africa","FW",9.05,7.32,0,1,0,1,0,1,1,0.449683710253641,0.349744893492628,-0.478484614106248,0.395763704605144,-0.17222263591115,0.0475879825901957,0.41541401899701,-0.284535012969841,0.260676883570633,-0.181966123398368,-0.97009545304569,-1.17562519869785,3.5979327327054,0.457910170889986,0.021173544752057,0.870989899178707,-0.522707756725819,-0.201840291429079,-1.23607481408385,-0.617671053495095,-1.22424573689419,-1.17248212890057,-0.903246826446133,2.24512913259728,0.250476053656273,-0.50981662013496,-0.484987624053208,-0.46631781293296,-0.485802926756802,-1.33852219583173
"294","Nigeria",2005,"NG","NGA","Western Africa","FW",9.05,7.32,0,1,0,1,0,1,1,0.821636917988336,1.0817116345565,-0.421011907227405,0.755868697622834,-0.486051092312822,-0.620999957152693,8.32849167502181,0.0243084767180687,0.707353492008869,-0.181966123398368,-0.97009545304569,0.0169726632812892,3.5979327327054,0.457910170889986,0.021173544752057,0.870989899178707,7.10777579510144,-0.382090208210691,-1.18072523021315,-0.31159868011831,-1.03158657919832,-0.887139578996859,-0.254942612201152,0.615067137362826,-0.820367516038164,-0.698824555594197,-0.033185193629862,-0.509376839451196,-0.485802926756802,-1.33852219583173
"297","Nigeria",2012,"NG","NGA","Western Africa","FW",9.05,7.32,0,1,0,1,1,1,2,-0.0978966444721397,3.74225291594233,-0.25391930179908,0.347537296933762,-1.14781464490623,-0.82112031843723,4.7173100420066,0.379211985382554,-0.221006657784989,-0.181966123398368,-0.97009545304569,0.37259037012735,3.5979327327054,0.457910170889986,0.021173544752057,0.870989899178707,0.452580793039702,-0.229571047857019,-1.63459181795287,-0.515646929036166,-0.742597842654521,-0.87035472312017,-0.184474762826697,2.1245779239465,1.54381349040068,-0.484959042990306,0.341605224265094,-0.412494029785165,-0.268438941555211,1.46555919341513
"300","Nigeria",2015,"NG","NGA","Western Africa","FW",9.05,7.32,0,1,0,1,1,1,1,0.00120724561568785,4.16738338076336,-0.160020265702348,0.15760055921299,-1.56301561401727,-0.797349967289496,0.951197644073451,-0.0924929551890977,-0.374530654028119,-0.181966123398368,-0.97009545304569,-0.143325333128724,3.5979327327054,0.457910170889986,0.021173544752057,0.870989899178707,1.17404189999086,-0.450652568646784,-0.0208501250825619,-0.397176420365148,-0.174764665037443,0.756326898670608,1.18412417079804,-0.234032680090493,1.28942656369567,-0.158127371327764,-0.590983112552572,-0.509376839451196,-0.485802926756802,-1.33852219583173
"301","Senegal",2003,"SN","SEN","Western Africa","FW",14.34,-17.29,0,1,0,2,1,0,1,0.404731523821399,-0.307776497919272,-0.37661069812526,-0.540596171669086,-0.237356843843573,0.154785877571543,0.0760843897819306,-0.410194387885192,0.327788534429571,-0.761592768182185,0.00689467507835284,0.132585196606056,-0.412670418457894,0.259808832882537,0.0715359425408645,-0.51122009762124,-0.356234514760973,1.14310139532602,0.324783451069848,0.742650605957281,1.02344443622427,0.824915720425419,0.506110161042957,-0.234032680090493,-1.22284912489468,0.249144143636695,-0.304777475746739,-0.520141596080755,-0.485802926756802,-1.33852219583173
